shoot_player,date,shot_per_game
Spencer Dinwiddie,2017-01-23,9
Spencer Dinwiddie,2017-01-25,8
Spencer Dinwiddie,2017-01-27,5
Spencer Dinwiddie,2017-01-28,7
Spencer Dinwiddie,2017-01-30,7
Spencer Dinwiddie,2017-02-01,6
Spencer Dinwiddie,2017-02-03,9
Spencer Dinwiddie,2017-02-05,2
Spencer Dinwiddie,2017-02-07,5
Spencer Dinwiddie,2017-02-08,4
Spencer Dinwiddie,2017-02-10,3
Spencer Dinwiddie,2017-02-13,8
Spencer Dinwiddie,2017-02-15,12
Spencer Dinwiddie,2017-02-24,7
Spencer Dinwiddie,2017-02-25,6
Spencer Dinwiddie,2017-03-01,5
Spencer Dinwiddie,2017-03-03,5
Spencer Dinwiddie,2017-03-04,7
Spencer Dinwiddie,2017-03-06,6
Spencer Dinwiddie,2017-03-08,1
Spencer Dinwiddie,2017-03-10,2
Spencer Dinwiddie,2017-03-12,5
Spencer Dinwiddie,2017-03-14,4
Spencer Dinwiddie,2017-03-16,2
Spencer Dinwiddie,2017-03-17,5
Spencer Dinwiddie,2017-03-19,9
Spencer Dinwiddie,2017-03-21,9
Spencer Dinwiddie,2017-03-23,6
Spencer Dinwiddie,2017-03-24,2
Spencer Dinwiddie,2017-03-26,5
Spencer Dinwiddie,2017-03-28,6
Spencer Dinwiddie,2017-03-30,7
Spencer Dinwiddie,2017-04-01,5
Spencer Dinwiddie,2017-04-02,4
Spencer Dinwiddie,2017-04-04,5
Spencer Dinwiddie,2017-04-06,6
Spencer Dinwiddie,2017-04-08,9
Spencer Dinwiddie,2017-04-10,2
Spencer Dinwiddie,2017-04-12,5
Spencer Hawes,2016-10-26,4
Spencer Hawes,2016-10-28,10
Spencer Hawes,2016-10-29,9
Spencer Hawes,2016-11-02,3
Spencer Hawes,2016-11-04,8
Spencer Hawes,2016-11-07,11
Spencer Hawes,2016-11-09,7
Spencer Hawes,2016-11-11,7
Spencer Hawes,2016-11-13,7
Spencer Hawes,2016-11-19,6
Spencer Hawes,2016-11-21,14
Spencer Hawes,2016-11-23,10
Spencer Hawes,2016-11-26,7
Spencer Hawes,2016-11-28,3
Spencer Hawes,2016-11-29,5
Spencer Hawes,2016-12-01,3
Spencer Hawes,2016-12-03,6
Spencer Hawes,2016-12-05,4
Spencer Hawes,2016-12-09,4
Spencer Hawes,2016-12-16,3
Spencer Hawes,2016-12-28,4
Spencer Hawes,2017-01-02,9
Spencer Hawes,2017-01-04,6
Spencer Hawes,2017-01-05,13
Spencer Hawes,2017-01-10,10
Spencer Hawes,2017-01-16,5
Spencer Hawes,2017-01-20,2
Spencer Hawes,2017-01-25,13
Spencer Hawes,2017-01-27,4
Spencer Hawes,2017-01-28,6
Spencer Hawes,2017-01-31,9
Spencer Hawes,2017-02-01,6
Spencer Hawes,2017-03-03,1
Spencer Hawes,2017-03-04,7
Spencer Hawes,2017-03-06,4
Spencer Hawes,2017-03-08,2
Spencer Hawes,2017-03-10,1
Spencer Hawes,2017-03-18,3
Spencer Hawes,2017-03-22,4
Spencer Hawes,2017-03-24,2
Spencer Hawes,2017-03-26,2
Spencer Hawes,2017-03-28,5
Spencer Hawes,2017-03-29,3
Spencer Hawes,2017-03-31,4
Spencer Hawes,2017-04-02,1
Spencer Hawes,2017-04-04,6
Spencer Hawes,2017-04-06,2
Spencer Hawes,2017-04-08,5
Spencer Hawes,2017-04-12,7
Stanley Johnson,2016-10-26,4
Stanley Johnson,2016-10-28,4
Stanley Johnson,2016-11-01,4
Stanley Johnson,2016-11-02,4
Stanley Johnson,2016-11-05,7
Stanley Johnson,2016-11-07,7
Stanley Johnson,2016-11-09,3
Stanley Johnson,2016-11-11,6
Stanley Johnson,2016-11-12,5
Stanley Johnson,2016-11-14,3
Stanley Johnson,2016-11-16,2
Stanley Johnson,2016-11-18,3
Stanley Johnson,2016-11-21,3
Stanley Johnson,2016-11-23,4
Stanley Johnson,2016-11-29,1
Stanley Johnson,2016-12-02,1
Stanley Johnson,2016-12-04,1
Stanley Johnson,2016-12-06,1
Stanley Johnson,2016-12-09,1
Stanley Johnson,2016-12-11,8
Stanley Johnson,2016-12-14,4
Stanley Johnson,2016-12-16,5
Stanley Johnson,2016-12-17,6
Stanley Johnson,2016-12-19,9
Stanley Johnson,2016-12-21,3
Stanley Johnson,2016-12-23,4
Stanley Johnson,2016-12-26,4
Stanley Johnson,2016-12-28,5
Stanley Johnson,2016-12-30,4
Stanley Johnson,2017-01-01,1
Stanley Johnson,2017-01-03,4
Stanley Johnson,2017-01-05,2
Stanley Johnson,2017-01-08,3
Stanley Johnson,2017-01-10,6
Stanley Johnson,2017-01-12,5
Stanley Johnson,2017-01-13,5
Stanley Johnson,2017-01-15,9
Stanley Johnson,2017-01-18,5
Stanley Johnson,2017-01-21,4
Stanley Johnson,2017-01-23,1
Stanley Johnson,2017-01-28,4
Stanley Johnson,2017-01-30,7
Stanley Johnson,2017-02-01,7
Stanley Johnson,2017-02-03,2
Stanley Johnson,2017-02-04,5
Stanley Johnson,2017-02-06,9
Stanley Johnson,2017-02-08,3
Stanley Johnson,2017-02-10,5
Stanley Johnson,2017-02-12,9
Stanley Johnson,2017-02-13,3
Stanley Johnson,2017-02-15,3
Stanley Johnson,2017-02-23,5
Stanley Johnson,2017-02-26,2
Stanley Johnson,2017-02-28,6
Stanley Johnson,2017-03-01,7
Stanley Johnson,2017-03-04,6
Stanley Johnson,2017-03-06,6
Stanley Johnson,2017-03-08,12
Stanley Johnson,2017-03-09,6
Stanley Johnson,2017-03-11,7
Stanley Johnson,2017-03-14,10
Stanley Johnson,2017-03-15,4
Stanley Johnson,2017-03-17,2
Stanley Johnson,2017-03-19,2
Stanley Johnson,2017-03-22,10
Stanley Johnson,2017-03-24,7
Stanley Johnson,2017-03-27,7
Stanley Johnson,2017-03-28,5
Stanley Johnson,2017-03-30,4
Stanley Johnson,2017-03-31,3
Stanley Johnson,2017-04-05,5
Stanley Johnson,2017-04-07,9
Stanley Johnson,2017-04-09,8
Stanley Johnson,2017-04-10,9
Stanley Johnson,2017-04-12,5
Stephen Curry,2016-10-25,18
Stephen Curry,2016-10-28,19
Stephen Curry,2016-10-30,17
Stephen Curry,2016-11-01,21
Stephen Curry,2016-11-03,14
Stephen Curry,2016-11-04,17
Stephen Curry,2016-11-07,26
Stephen Curry,2016-11-09,12
Stephen Curry,2016-11-10,17
Stephen Curry,2016-11-13,17
Stephen Curry,2016-11-16,19
Stephen Curry,2016-11-18,20
Stephen Curry,2016-11-19,21
Stephen Curry,2016-11-21,11
Stephen Curry,2016-11-23,18
Stephen Curry,2016-11-25,17
Stephen Curry,2016-11-26,19
Stephen Curry,2016-11-28,17
Stephen Curry,2016-12-01,22
Stephen Curry,2016-12-03,15
Stephen Curry,2016-12-05,10
Stephen Curry,2016-12-07,16
Stephen Curry,2016-12-08,16
Stephen Curry,2016-12-10,14
Stephen Curry,2016-12-11,13
Stephen Curry,2016-12-13,23
Stephen Curry,2016-12-15,14
Stephen Curry,2016-12-17,11
Stephen Curry,2016-12-20,18
Stephen Curry,2016-12-22,19
Stephen Curry,2016-12-23,16
Stephen Curry,2016-12-25,11
Stephen Curry,2016-12-28,18
Stephen Curry,2016-12-30,12
Stephen Curry,2017-01-02,18
Stephen Curry,2017-01-04,25
Stephen Curry,2017-01-06,27
Stephen Curry,2017-01-08,22
Stephen Curry,2017-01-10,21
Stephen Curry,2017-01-12,17
Stephen Curry,2017-01-16,20
Stephen Curry,2017-01-18,19
Stephen Curry,2017-01-20,18
Stephen Curry,2017-01-22,15
Stephen Curry,2017-01-23,19
Stephen Curry,2017-01-25,23
Stephen Curry,2017-01-28,23
Stephen Curry,2017-02-01,20
Stephen Curry,2017-02-02,23
Stephen Curry,2017-02-04,20
Stephen Curry,2017-02-08,11
Stephen Curry,2017-02-10,13
Stephen Curry,2017-02-11,19
Stephen Curry,2017-02-13,18
Stephen Curry,2017-02-15,14
Stephen Curry,2017-02-23,16
Stephen Curry,2017-02-25,21
Stephen Curry,2017-02-27,23
Stephen Curry,2017-02-28,20
Stephen Curry,2017-03-02,27
Stephen Curry,2017-03-05,24
Stephen Curry,2017-03-06,20
Stephen Curry,2017-03-08,16
Stephen Curry,2017-03-10,27
Stephen Curry,2017-03-14,23
Stephen Curry,2017-03-16,15
Stephen Curry,2017-03-18,13
Stephen Curry,2017-03-20,17
Stephen Curry,2017-03-21,14
Stephen Curry,2017-03-24,18
Stephen Curry,2017-03-26,18
Stephen Curry,2017-03-28,22
Stephen Curry,2017-03-29,20
Stephen Curry,2017-03-31,18
Stephen Curry,2017-04-02,22
Stephen Curry,2017-04-04,18
Stephen Curry,2017-04-05,26
Stephen Curry,2017-04-10,16
Stephen Curry,2017-04-12,17
Stephen Zimmerman,2016-10-28,1
Stephen Zimmerman,2016-11-09,1
Stephen Zimmerman,2016-12-10,2
Stephen Zimmerman,2016-12-13,1
Stephen Zimmerman,2016-12-22,2
Stephen Zimmerman,2016-12-23,1
Stephen Zimmerman,2016-12-28,3
Stephen Zimmerman,2017-02-15,1
Stephen Zimmerman,2017-02-25,1
Stephen Zimmerman,2017-03-05,1
Stephen Zimmerman,2017-03-08,3
Stephen Zimmerman,2017-03-10,5
Stephen Zimmerman,2017-03-16,3
Stephen Zimmerman,2017-04-06,4
Stephen Zimmerman,2017-04-12,2
Steve Novak,2016-11-05,1
Steve Novak,2016-11-29,1
Steve Novak,2016-12-16,1
Steve Novak,2016-12-23,1
Steve Novak,2016-12-28,1
Steve Novak,2016-12-30,1
Steve Novak,2016-12-31,1
Steven Adams,2016-10-26,16
Steven Adams,2016-10-28,8
Steven Adams,2016-10-30,12
Steven Adams,2016-11-02,3
Steven Adams,2016-11-03,7
Steven Adams,2016-11-05,7
Steven Adams,2016-11-07,5
Steven Adams,2016-11-09,5
Steven Adams,2016-11-11,5
Steven Adams,2016-11-13,13
Steven Adams,2016-11-14,3
Steven Adams,2016-11-16,7
Steven Adams,2016-11-18,6
Steven Adams,2016-11-20,7
Steven Adams,2016-11-22,13
Steven Adams,2016-11-23,7
Steven Adams,2016-11-25,7
Steven Adams,2016-11-26,9
Steven Adams,2016-11-28,11
Steven Adams,2016-11-30,6
Steven Adams,2016-12-04,3
Steven Adams,2016-12-05,10
Steven Adams,2016-12-09,9
Steven Adams,2016-12-11,8
Steven Adams,2016-12-13,10
Steven Adams,2016-12-14,7
Steven Adams,2016-12-17,13
Steven Adams,2016-12-19,4
Steven Adams,2016-12-21,11
Steven Adams,2016-12-23,6
Steven Adams,2016-12-25,12
Steven Adams,2016-12-27,10
Steven Adams,2016-12-29,9
Steven Adams,2016-12-31,5
Steven Adams,2017-01-02,11
Steven Adams,2017-01-04,10
Steven Adams,2017-01-05,6
Steven Adams,2017-01-07,10
Steven Adams,2017-01-09,14
Steven Adams,2017-01-11,13
Steven Adams,2017-01-13,5
Steven Adams,2017-01-15,6
Steven Adams,2017-01-23,10
Steven Adams,2017-01-25,16
Steven Adams,2017-01-26,7
Steven Adams,2017-01-29,4
Steven Adams,2017-01-31,13
Steven Adams,2017-02-01,7
Steven Adams,2017-02-03,13
Steven Adams,2017-02-05,11
Steven Adams,2017-02-06,13
Steven Adams,2017-02-09,14
Steven Adams,2017-02-11,9
Steven Adams,2017-02-13,7
Steven Adams,2017-02-15,9
Steven Adams,2017-02-24,13
Steven Adams,2017-02-26,10
Steven Adams,2017-02-28,6
Steven Adams,2017-03-02,3
Steven Adams,2017-03-03,4
Steven Adams,2017-03-05,10
Steven Adams,2017-03-07,1
Steven Adams,2017-03-09,8
Steven Adams,2017-03-11,8
Steven Adams,2017-03-14,5
Steven Adams,2017-03-16,8
Steven Adams,2017-03-18,7
Steven Adams,2017-03-20,5
Steven Adams,2017-03-22,7
Steven Adams,2017-03-26,6
Steven Adams,2017-03-27,6
Steven Adams,2017-03-29,5
Steven Adams,2017-03-31,8
Steven Adams,2017-04-02,5
Steven Adams,2017-04-04,7
Steven Adams,2017-04-05,8
Steven Adams,2017-04-07,10
Steven Adams,2017-04-09,9
Steven Adams,2017-04-11,6
Steven Adams,2017-04-12,7
TJ McConnell,2016-10-29,5
TJ McConnell,2016-11-01,3
TJ McConnell,2016-11-02,7
TJ McConnell,2016-11-05,5
TJ McConnell,2016-11-07,2
TJ McConnell,2016-11-09,7
TJ McConnell,2016-11-11,2
TJ McConnell,2016-11-12,2
TJ McConnell,2016-11-14,4
TJ McConnell,2016-11-16,2
TJ McConnell,2016-11-17,4
TJ McConnell,2016-11-19,6
TJ McConnell,2016-11-21,2
TJ McConnell,2016-11-25,2
TJ McConnell,2016-11-27,4
TJ McConnell,2016-11-28,3
TJ McConnell,2016-12-02,6
TJ McConnell,2016-12-03,5
TJ McConnell,2016-12-05,1
TJ McConnell,2016-12-06,5
TJ McConnell,2016-12-08,5
TJ McConnell,2016-12-11,9
TJ McConnell,2016-12-14,2
TJ McConnell,2016-12-16,5
TJ McConnell,2016-12-18,9
TJ McConnell,2016-12-20,8
TJ McConnell,2016-12-23,6
TJ McConnell,2016-12-26,4
TJ McConnell,2016-12-29,5
TJ McConnell,2016-12-30,12
TJ McConnell,2017-01-03,9
TJ McConnell,2017-01-06,6
TJ McConnell,2017-01-08,11
TJ McConnell,2017-01-11,6
TJ McConnell,2017-01-13,4
TJ McConnell,2017-01-14,8
TJ McConnell,2017-01-18,6
TJ McConnell,2017-01-20,8
TJ McConnell,2017-01-21,7
TJ McConnell,2017-01-24,9
TJ McConnell,2017-01-25,5
TJ McConnell,2017-01-27,5
TJ McConnell,2017-01-29,14
TJ McConnell,2017-01-30,8
TJ McConnell,2017-02-01,6
TJ McConnell,2017-02-02,5
TJ McConnell,2017-02-04,6
TJ McConnell,2017-02-06,9
TJ McConnell,2017-02-08,10
TJ McConnell,2017-02-09,10
TJ McConnell,2017-02-11,7
TJ McConnell,2017-02-13,12
TJ McConnell,2017-02-15,9
TJ McConnell,2017-02-24,8
TJ McConnell,2017-02-25,4
TJ McConnell,2017-02-27,3
TJ McConnell,2017-03-01,7
TJ McConnell,2017-03-03,11
TJ McConnell,2017-03-04,7
TJ McConnell,2017-03-06,4
TJ McConnell,2017-03-09,8
TJ McConnell,2017-03-11,9
TJ McConnell,2017-03-12,2
TJ McConnell,2017-03-14,7
TJ McConnell,2017-03-17,5
TJ McConnell,2017-03-19,6
TJ McConnell,2017-03-20,15
TJ McConnell,2017-03-22,3
TJ McConnell,2017-03-24,6
TJ McConnell,2017-03-26,5
TJ McConnell,2017-03-28,10
TJ McConnell,2017-03-29,9
TJ McConnell,2017-03-31,9
TJ McConnell,2017-04-02,7
TJ McConnell,2017-04-04,12
TJ McConnell,2017-04-06,12
TJ McConnell,2017-04-08,7
TJ McConnell,2017-04-10,8
TJ McConnell,2017-04-12,6
TJ Warren,2016-10-26,14
TJ Warren,2016-10-28,18
TJ Warren,2016-10-30,21
TJ Warren,2016-10-31,14
TJ Warren,2016-11-02,22
TJ Warren,2016-11-04,17
TJ Warren,2016-11-06,20
TJ Warren,2016-11-08,12
TJ Warren,2016-11-09,17
TJ Warren,2016-11-12,17
TJ Warren,2016-11-13,18
TJ Warren,2016-11-16,11
TJ Warren,2016-11-18,2
TJ Warren,2016-12-17,1
TJ Warren,2016-12-19,5
TJ Warren,2016-12-21,17
TJ Warren,2016-12-23,16
TJ Warren,2016-12-26,16
TJ Warren,2016-12-28,12
TJ Warren,2016-12-29,11
TJ Warren,2016-12-31,3
TJ Warren,2017-01-02,20
TJ Warren,2017-01-03,3
TJ Warren,2017-01-05,11
TJ Warren,2017-01-08,9
TJ Warren,2017-01-12,11
TJ Warren,2017-01-14,10
TJ Warren,2017-01-16,7
TJ Warren,2017-01-19,12
TJ Warren,2017-01-21,6
TJ Warren,2017-01-22,6
TJ Warren,2017-01-24,11
TJ Warren,2017-01-26,16
TJ Warren,2017-01-28,10
TJ Warren,2017-01-30,4
TJ Warren,2017-02-01,6
TJ Warren,2017-02-03,13
TJ Warren,2017-02-04,18
TJ Warren,2017-02-06,16
TJ Warren,2017-02-08,6
TJ Warren,2017-02-10,17
TJ Warren,2017-02-11,11
TJ Warren,2017-02-13,3
TJ Warren,2017-02-15,5
TJ Warren,2017-02-24,14
TJ Warren,2017-02-26,14
TJ Warren,2017-02-28,13
TJ Warren,2017-03-02,11
TJ Warren,2017-03-03,9
TJ Warren,2017-03-05,10
TJ Warren,2017-03-07,13
TJ Warren,2017-03-09,17
TJ Warren,2017-03-11,10
TJ Warren,2017-03-12,10
TJ Warren,2017-03-15,16
TJ Warren,2017-03-17,13
TJ Warren,2017-03-19,16
TJ Warren,2017-03-21,14
TJ Warren,2017-03-26,16
TJ Warren,2017-03-28,20
TJ Warren,2017-03-30,15
TJ Warren,2017-04-01,17
TJ Warren,2017-04-05,8
TJ Warren,2017-04-07,15
TJ Warren,2017-04-09,8
TJ Warren,2017-04-11,19
Taj Gibson,2016-10-27,13
Taj Gibson,2016-10-29,11
Taj Gibson,2016-10-31,9
Taj Gibson,2016-11-02,12
Taj Gibson,2016-11-04,7
Taj Gibson,2016-11-05,8
Taj Gibson,2016-11-07,13
Taj Gibson,2016-11-09,15
Taj Gibson,2016-11-10,7
Taj Gibson,2016-11-12,10
Taj Gibson,2016-11-15,9
Taj Gibson,2016-11-17,7
Taj Gibson,2016-11-19,8
Taj Gibson,2016-11-20,12
Taj Gibson,2016-11-22,11
Taj Gibson,2016-11-25,5
Taj Gibson,2016-11-30,9
Taj Gibson,2016-12-02,13
Taj Gibson,2016-12-03,8
Taj Gibson,2016-12-05,6
Taj Gibson,2016-12-06,10
Taj Gibson,2016-12-08,11
Taj Gibson,2016-12-10,11
Taj Gibson,2016-12-13,11
Taj Gibson,2016-12-15,11
Taj Gibson,2016-12-16,10
Taj Gibson,2016-12-19,8
Taj Gibson,2016-12-21,12
Taj Gibson,2016-12-23,10
Taj Gibson,2016-12-25,13
Taj Gibson,2016-12-26,12
Taj Gibson,2016-12-28,7
Taj Gibson,2016-12-30,12
Taj Gibson,2016-12-31,12
Taj Gibson,2017-01-02,8
Taj Gibson,2017-01-04,10
Taj Gibson,2017-01-07,7
Taj Gibson,2017-01-09,8
Taj Gibson,2017-01-10,11
Taj Gibson,2017-01-12,7
Taj Gibson,2017-01-14,14
Taj Gibson,2017-01-15,14
Taj Gibson,2017-01-20,5
Taj Gibson,2017-01-21,9
Taj Gibson,2017-01-24,6
Taj Gibson,2017-01-25,10
Taj Gibson,2017-01-27,6
Taj Gibson,2017-02-01,5
Taj Gibson,2017-02-03,13
Taj Gibson,2017-02-06,12
Taj Gibson,2017-02-08,10
Taj Gibson,2017-02-10,10
Taj Gibson,2017-02-12,4
Taj Gibson,2017-02-14,9
Taj Gibson,2017-02-16,8
Taj Gibson,2017-02-24,13
Taj Gibson,2017-02-26,9
Taj Gibson,2017-02-28,4
Taj Gibson,2017-03-02,9
Taj Gibson,2017-03-03,3
Taj Gibson,2017-03-05,5
Taj Gibson,2017-03-07,2
Taj Gibson,2017-03-09,7
Taj Gibson,2017-03-11,9
Taj Gibson,2017-03-14,17
Taj Gibson,2017-03-16,8
Taj Gibson,2017-03-18,3
Taj Gibson,2017-03-20,10
Taj Gibson,2017-03-22,8
Taj Gibson,2017-03-26,7
Taj Gibson,2017-03-27,10
Taj Gibson,2017-03-29,5
Taj Gibson,2017-04-02,3
Taj Gibson,2017-04-04,7
Taj Gibson,2017-04-05,10
Taj Gibson,2017-04-07,10
Taj Gibson,2017-04-09,9
Taj Gibson,2017-04-12,11
Tarik Black,2016-10-26,2
Tarik Black,2016-10-28,6
Tarik Black,2016-10-30,2
Tarik Black,2016-11-01,2
Tarik Black,2016-11-02,4
Tarik Black,2016-11-04,6
Tarik Black,2016-11-06,6
Tarik Black,2016-11-08,2
Tarik Black,2016-11-10,4
Tarik Black,2016-11-12,5
Tarik Black,2016-11-13,1
Tarik Black,2016-11-15,6
Tarik Black,2016-11-18,4
Tarik Black,2016-11-20,3
Tarik Black,2016-11-22,3
Tarik Black,2016-11-23,9
Tarik Black,2016-11-25,4
Tarik Black,2016-11-27,7
Tarik Black,2016-11-29,6
Tarik Black,2016-11-30,2
Tarik Black,2016-12-02,8
Tarik Black,2016-12-03,5
Tarik Black,2016-12-05,5
Tarik Black,2017-01-01,6
Tarik Black,2017-01-03,4
Tarik Black,2017-01-05,2
Tarik Black,2017-01-06,5
Tarik Black,2017-01-08,5
Tarik Black,2017-01-12,3
Tarik Black,2017-01-14,4
Tarik Black,2017-01-15,2
Tarik Black,2017-01-17,13
Tarik Black,2017-01-20,6
Tarik Black,2017-01-22,2
Tarik Black,2017-01-25,3
Tarik Black,2017-01-26,6
Tarik Black,2017-01-31,5
Tarik Black,2017-02-02,6
Tarik Black,2017-02-03,6
Tarik Black,2017-02-06,8
Tarik Black,2017-02-08,9
Tarik Black,2017-02-10,5
Tarik Black,2017-02-14,5
Tarik Black,2017-02-15,2
Tarik Black,2017-02-24,1
Tarik Black,2017-02-28,7
Tarik Black,2017-03-03,4
Tarik Black,2017-03-05,8
Tarik Black,2017-03-07,3
Tarik Black,2017-03-09,3
Tarik Black,2017-03-12,5
Tarik Black,2017-03-13,5
Tarik Black,2017-03-15,1
Tarik Black,2017-03-21,3
Tarik Black,2017-03-24,1
Tarik Black,2017-03-26,2
Tarik Black,2017-03-28,6
Tarik Black,2017-03-30,8
Tarik Black,2017-04-01,3
Tarik Black,2017-04-05,4
Tarik Black,2017-04-07,6
Tarik Black,2017-04-09,3
Tarik Black,2017-04-11,9
Tarik Black,2017-04-12,2
Taurean Prince,2016-10-29,2
Taurean Prince,2016-11-08,2
Taurean Prince,2016-11-12,2
Taurean Prince,2016-11-16,5
Taurean Prince,2016-11-18,2
Taurean Prince,2016-11-20,8
Taurean Prince,2016-11-22,6
Taurean Prince,2016-11-23,4
Taurean Prince,2016-11-25,6
Taurean Prince,2016-11-27,1
Taurean Prince,2016-12-02,6
Taurean Prince,2016-12-03,4
Taurean Prince,2016-12-07,5
Taurean Prince,2016-12-09,1
Taurean Prince,2016-12-13,2
Taurean Prince,2016-12-21,2
Taurean Prince,2016-12-26,3
Taurean Prince,2017-01-07,3
Taurean Prince,2017-01-10,6
Taurean Prince,2017-01-16,1
Taurean Prince,2017-01-18,5
Taurean Prince,2017-01-20,6
Taurean Prince,2017-01-27,4
Taurean Prince,2017-01-29,2
Taurean Prince,2017-02-01,3
Taurean Prince,2017-02-13,4
Taurean Prince,2017-02-15,8
Taurean Prince,2017-02-24,7
Taurean Prince,2017-02-25,7
Taurean Prince,2017-02-27,9
Taurean Prince,2017-03-01,1
Taurean Prince,2017-03-03,2
Taurean Prince,2017-03-05,1
Taurean Prince,2017-03-06,1
Taurean Prince,2017-03-08,5
Taurean Prince,2017-03-11,6
Taurean Prince,2017-03-13,4
Taurean Prince,2017-03-16,10
Taurean Prince,2017-03-18,9
Taurean Prince,2017-03-20,13
Taurean Prince,2017-03-22,8
Taurean Prince,2017-03-24,5
Taurean Prince,2017-03-26,13
Taurean Prince,2017-03-28,10
Taurean Prince,2017-03-29,8
Taurean Prince,2017-04-01,9
Taurean Prince,2017-04-02,12
Taurean Prince,2017-04-06,13
Taurean Prince,2017-04-07,9
Taurean Prince,2017-04-09,6
Taurean Prince,2017-04-11,7
Taurean Prince,2017-04-12,8
Terrence Jones,2016-10-26,6
Terrence Jones,2016-10-28,5
Terrence Jones,2016-10-29,7
Terrence Jones,2016-11-02,8
Terrence Jones,2016-11-04,14
Terrence Jones,2016-11-07,5
Terrence Jones,2016-11-08,6
Terrence Jones,2016-11-10,6
Terrence Jones,2016-11-12,7
Terrence Jones,2016-11-14,12
Terrence Jones,2016-11-16,20
Terrence Jones,2016-11-18,10
Terrence Jones,2016-11-19,8
Terrence Jones,2016-11-22,13
Terrence Jones,2016-11-23,10
Terrence Jones,2016-11-25,10
Terrence Jones,2016-11-27,5
Terrence Jones,2016-11-29,7
Terrence Jones,2016-12-02,10
Terrence Jones,2016-12-04,6
Terrence Jones,2016-12-05,11
Terrence Jones,2016-12-08,4
Terrence Jones,2016-12-10,9
Terrence Jones,2016-12-11,9
Terrence Jones,2016-12-13,6
Terrence Jones,2016-12-15,9
Terrence Jones,2016-12-16,14
Terrence Jones,2016-12-18,5
Terrence Jones,2016-12-20,14
Terrence Jones,2016-12-21,17
Terrence Jones,2016-12-26,3
Terrence Jones,2016-12-28,12
Terrence Jones,2016-12-30,6
Terrence Jones,2017-01-02,5
Terrence Jones,2017-01-05,12
Terrence Jones,2017-01-07,5
Terrence Jones,2017-01-09,6
Terrence Jones,2017-01-12,17
Terrence Jones,2017-01-14,6
Terrence Jones,2017-01-16,13
Terrence Jones,2017-01-18,6
Terrence Jones,2017-01-20,12
Terrence Jones,2017-01-23,18
Terrence Jones,2017-01-25,17
Terrence Jones,2017-01-27,14
Terrence Jones,2017-01-29,6
Terrence Jones,2017-01-31,14
Terrence Jones,2017-02-01,9
Terrence Jones,2017-02-04,10
Terrence Jones,2017-02-06,8
Terrence Jones,2017-02-08,16
Terrence Jones,2017-03-13,1
Terrence Jones,2017-03-22,1
Terrence Jones,2017-03-26,1
Terrence Ross,2016-10-26,4
Terrence Ross,2016-10-28,2
Terrence Ross,2016-10-31,5
Terrence Ross,2016-11-02,8
Terrence Ross,2016-11-04,15
Terrence Ross,2016-11-06,9
Terrence Ross,2016-11-11,4
Terrence Ross,2016-11-12,8
Terrence Ross,2016-11-15,12
Terrence Ross,2016-11-16,8
Terrence Ross,2016-11-18,11
Terrence Ross,2016-11-20,5
Terrence Ross,2016-11-21,6
Terrence Ross,2016-11-23,12
Terrence Ross,2016-11-25,7
Terrence Ross,2016-11-28,11
Terrence Ross,2016-11-30,6
Terrence Ross,2016-12-02,6
Terrence Ross,2016-12-03,8
Terrence Ross,2016-12-05,9
Terrence Ross,2016-12-08,7
Terrence Ross,2016-12-09,5
Terrence Ross,2016-12-12,17
Terrence Ross,2016-12-14,8
Terrence Ross,2016-12-16,7
Terrence Ross,2016-12-18,13
Terrence Ross,2016-12-20,7
Terrence Ross,2016-12-23,7
Terrence Ross,2016-12-26,8
Terrence Ross,2016-12-28,23
Terrence Ross,2016-12-29,11
Terrence Ross,2017-01-01,9
Terrence Ross,2017-01-03,11
Terrence Ross,2017-01-05,12
Terrence Ross,2017-01-07,10
Terrence Ross,2017-01-08,12
Terrence Ross,2017-01-10,4
Terrence Ross,2017-01-13,11
Terrence Ross,2017-01-15,7
Terrence Ross,2017-01-17,11
Terrence Ross,2017-01-18,10
Terrence Ross,2017-01-20,9
Terrence Ross,2017-01-22,9
Terrence Ross,2017-01-24,10
Terrence Ross,2017-01-25,9
Terrence Ross,2017-01-27,7
Terrence Ross,2017-01-29,10
Terrence Ross,2017-01-31,9
Terrence Ross,2017-02-01,10
Terrence Ross,2017-02-03,10
Terrence Ross,2017-02-05,11
Terrence Ross,2017-02-06,4
Terrence Ross,2017-02-08,9
Terrence Ross,2017-02-12,6
Terrence Ross,2017-02-23,17
Terrence Ross,2017-02-25,15
Terrence Ross,2017-03-01,10
Terrence Ross,2017-03-03,9
Terrence Ross,2017-03-05,18
Terrence Ross,2017-03-06,10
Terrence Ross,2017-03-08,12
Terrence Ross,2017-03-10,5
Terrence Ross,2017-03-11,11
Terrence Ross,2017-03-13,7
Terrence Ross,2017-03-16,6
Terrence Ross,2017-03-17,10
Terrence Ross,2017-03-20,15
Terrence Ross,2017-03-22,15
Terrence Ross,2017-03-24,9
Terrence Ross,2017-03-27,14
Terrence Ross,2017-03-29,17
Terrence Ross,2017-03-31,13
Terrence Ross,2017-04-01,10
Terrence Ross,2017-04-04,14
Terrence Ross,2017-04-06,6
Terrence Ross,2017-04-08,17
Terrence Ross,2017-04-10,5
Terrence Ross,2017-04-12,2
Terry Rozier,2016-10-26,5
